CASE_CODE,TITLE,REGULATION_ID,NOTIFICATION_DATE,SIMPL_PROC,LAST_DECISION_DATE,DEADLINE_DATE,NACE_CODE
M.1154,MC DERMOTT / ETPM     (DECONCENTRATION),Council Regulation 4064/89,29-04-98,N,04-06-98,05-06-98,"F.42.91 - Construction of water projects, F.42.91 - Construction of water projects"
M.1155,CENDANT CORPORATION / NPC,Council Regulation 4064/89,23-03-98,N,24-04-98,29-04-98,"H.52 - Warehousing and support activities for transportation, H.52 - Warehousing and support activities for transportation"
M.1157,SKANSKA / SCANCEM   (See IV/M.695),Council Regulation 4064/89,12-06-98,N,11-11-98,,"C.23.99 - Manufacture of other non-metallic mineral products n.e.c., C.23.99 - Manufacture of other non-metallic mineral products n.e.c., C.23.99 - Manufacture of other non-metallic mineral products n.e.c., C.23.99 - Manufacture of other non-metallic mineral products n.e.c."
M.1158,ELF ATOCHEM / ATOHAAS,Council Regulation 4064/89,24-04-98,N,25-05-98,02-06-98,"C.20.59 - Manufacture of other chemical products n.e.c., C.20.59 - Manufacture of other chemical products n.e.c."
M.1159,SNECMA / MESSIER DOWTY,Council Regulation 4064/89,14-05-98,N,18-06-98,18-06-98,"C.30.99 - Manufacture of other transport equipment n.e.c., C.30.99 - Manufacture of other transport equipment n.e.c."
M.116,KELT / AMERICAN EXPRESS,Council Regulation 4064/89,18-07-91,N,20-08-91,20-08-91,"B.06.1 - Extraction of crude petroleum, B.06.1 - Extraction of crude petroleum"
M.1160,GKN / BRAMBLES / SKP,Council Regulation 4064/89,20-04-98,N,26-05-98,27-05-98,"E.37.00 - Sewerage, E.37.00 - Sewerage"
M.1161,ALCOA / ALUMAX,Council Regulation 4064/89,22-04-98,N,28-05-98,28-05-98,"C.24.42 - Aluminium production, C.24.42 - Aluminium production"
M.1162,GE / BAYER,Council Regulation 4064/89,07-05-98,N,11-06-98,11-06-98,"C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products"
M.1163,BOREALIS / IPIC / OMV / PCD,Council Regulation 4064/89,23-06-98,N,24-07-98,27-07-98,"C.20.16 - Manufacture of plastics in primary forms, C.20.16 - Manufacture of plastics in primary forms"
M.1164,GEC ALSTHOM / CEGELEC,Council Regulation 4064/89,08-04-98,N,15-05-98,15-05-98,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.1165,LUFTHANSA / MENZIES / LCC,Council Regulation 4064/89,27-05-98,N,30-06-98,30-06-98,"H.52.24 - Cargo handling, H.52.24 - Cargo handling"
M.1167,ICI / WILLIAMS,Council Regulation 4064/89,26-03-98,N,29-04-98,30-04-98,"C.20.30 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics, C.20.30 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
M.1168,DHL / DEUTSCHE POST,Council Regulation 4064/89,11-05-98,N,26-06-98,26-06-98,"H.53.20 - Other postal and courier activities, H.53.20 - Other postal and courier activities"
M.1169,EDFI / GRANINGE,Council Regulation 4064/89,17-04-98,N,25-05-98,25-05-98,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.117,KOIPE-TABACALERA / ELOSUA,Council Regulation 4064/89,17-07-92,N,28-07-92,21-08-92,"C.10.4 - Manufacture of vegetable and animal oils and fats, C.10.4 - Manufacture of vegetable and animal oils and fats"
M.1170,DAN TRANSPORT / INTER FORWARD,Council Regulation 4064/89,23-04-98,N,25-05-98,28-05-98,"H.49.4 - Freight transport by road and removal services, H.49.4 - Freight transport by road and removal services"
M.1171,PTA / TELECOM ITALIA / TELEKOM AUSTRIA,Council Regulation 4064/89,13-11-98,N,16-12-98,16-12-98,"J.61 - Telecommunications, J.61 - Telecommunications"
M.1172,FORTIS AG / GENERALE BANK,Council Regulation 4064/89,18-05-98,N,24-06-98,24-06-98,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.1174,RWE - DEA / HÜLS,Council Regulation 4064/89,07-05-98,N,11-06-98,11-06-98,"C.20.41 - Manufacture of soap and detergents, cleaning and polishing preparations, C.20.41 - Manufacture of soap and detergents, cleaning and polishing preparations"
M.1175,MAGNA / STEYR,Council Regulation 4064/89,22-04-98,N,28-05-98,28-05-98,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.1177,BELGACOM / TELE DANMARK / TULIP,Council Regulation 4064/89,16-04-98,N,19-05-98,19-05-98,"J.61 - Telecommunications, J.61 - Telecommunications"
M.1178,KOCH / EURO SPLITTER & J ARON,Council Regulation 4064/89,07-04-98,N,14-05-98,14-05-98,"C.19.20 - Manufacture of refined petroleum products, C.19.20 - Manufacture of refined petroleum products"
M.1179,TECH DATA / COMPUTER 2000,Council Regulation 4064/89,27-04-98,N,03-06-98,03-06-98,
M.1182,AKZO NOBEL / COURTAULDS,Council Regulation 4064/89,13-05-98,N,30-06-98,,"C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products, C.20.30 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics, C.20.30 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics, C.20.30 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics, C.20.60 - Manufacture of man-made fibres, C.20.60 - Manufacture of man-made fibres, C.20.60 - Manufacture of man-made fibres"
M.1184,TRAVELERS / CITICORP,Council Regulation 4064/89,20-05-98,N,23-06-98,26-06-98,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding, K.66 - Activities auxiliary to financial services and insurance activities, K.66 - Activities auxiliary to financial services and insurance activities"
M.1185,ALCATEL / THOMSON CSF - SCS,Council Regulation 4064/89,18-05-98,N,04-06-98,,"C.30.3 - Manufacture of air and spacecraft and related machinery, C.30.3 - Manufacture of air and spacecraft and related machinery"
M.1186,GEAL / CREA / CGE,Council Regulation 4064/89,18-05-98,N,18-06-98,24-06-98,"E.36.00 - Water collection, treatment and supply, E.36.00 - Water collection, treatment and supply"
M.1188,KINGFISHER / WEGERT / PROMARKT,Council Regulation 4064/89,14-05-98,N,18-06-98,18-06-98,"G.47.54 - Retail sale of electrical household appliances in specialised stores, G.47.54 - Retail sale of electrical household appliances in specialised stores"
M.1189,TEKSID / NORSK HYDRO PRODUKSJON / MERIDIAN,Council Regulation 4064/89,16-06-98,N,17-07-98,17-07-98,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.119,METALLGESELLSCHAFT / DYNAMIT NOBEL,Council Regulation 4064/89,11-09-91,N,14-10-91,14-10-91,"B.07 - Mining of metal ores, B.07 - Mining of metal ores, C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products, E.38.3 - Materials recovery, E.38.3 - Materials recovery"
M.1190,AMOCO / REPSOL / IBERDROLA / ENTE VASCO DE LA ENERGIA,Council Regulation 4064/89,09-07-98,N,11-08-98,11-08-98,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution, D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains, D.35.2 - Manufacture of gas; distribution of gaseous fuels through mains"
M.1192,CHS ELECTRONICS / METROLOGIE INTERNATIONAL,Council Regulation 4064/89,18-05-98,N,23-06-98,24-06-98,
M.1193,AXA / ROYALE BELGE,Council Regulation 4064/89,08-05-98,N,12-06-98,16-06-98,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.1194,SGB / FORTIS AG,Council Regulation 4064/89,18-05-98,N,24-06-98,24-06-98,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.1195,SIEBE / EUROTHERM,Council Regulation 4064/89,07-05-98,N,11-06-98,11-06-98,"C.27.9 - Manufacture of other electrical equipment, C.27.9 - Manufacture of other electrical equipment"
M.1196,JOHNSON CONTROLS / BECKER,Council Regulation 4064/89,19-05-98,N,24-06-98,25-06-98,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.1198,BAE / SAAB,Council Regulation 4064/89,02-06-98,N,03-07-98,03-07-98,"C.25.4 - Manufacture of weapons and ammunition, C.25.4 - Manufacture of weapons and ammunition, C.30.3 - Manufacture of air and spacecraft and related machinery, C.30.3 - Manufacture of air and spacecraft and related machinery"
M.1199,UTA TELEKOM AG / SWISSCOM,Council Regulation 4064/89,10-06-98,N,13-07-98,13-07-98,"J.61 - Telecommunications, J.61 - Telecommunications"
M.12,VARTA / BOSCH,Council Regulation 4064/89,25-02-91,N,31-07-91,,"C.27.20 - Manufacture of batteries and accumulators, C.27.20 - Manufacture of batteries and accumulators, C.27.20 - Manufacture of batteries and accumulators, C.27.20 - Manufacture of batteries and accumulators"
M.1200,ARCO / UNION TEXAS,Council Regulation 4064/89,14-05-98,N,15-06-98,18-06-98,"B.06.1 - Extraction of crude petroleum, B.06.1 - Extraction of crude petroleum"
M.1201,DUPONT / MERCK,Council Regulation 4064/89,25-05-98,N,23-06-98,29-06-98,"C.21.2 - Manufacture of pharmaceutical preparations, C.21.2 - Manufacture of pharmaceutical preparations"
M.1202,RENAULT / IVECO,Council Regulation 4064/89,21-09-98,N,22-10-98,22-10-98,"C.30.91 - Manufacture of motorcycles, C.30.91 - Manufacture of motorcycles"
M.1203,USINOR / FINARVEDI   (See ECSC.1282),Council Regulation 4064/89,28-08-98,N,29-09-98,30-09-98,"C.24.3 - Manufacture of other products of first processing of steel, C.24.3 - Manufacture of other products of first processing of steel"
M.1204,DAIMLER - BENZ / CHRYSLER,Council Regulation 4064/89,22-06-98,N,22-07-98,24-07-98,"C.30.91 - Manufacture of motorcycles, C.30.91 - Manufacture of motorcycles"
M.1206,DRUM HOLDINGS / NATWEST EQUITY / CVC,Council Regulation 4064/89,15-05-98,N,19-06-98,23-06-98,"C.28.29 - Manufacture of other general-purpose machinery n.e.c., C.28.29 - Manufacture of other general-purpose machinery n.e.c."
M.1207,DANA / ECHLIN,Council Regulation 4064/89,03-06-98,N,06-07-98,06-07-98,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.1208,JEFFERSON SMURFIT / STONE CONTAINERS,Council Regulation 4064/89,05-06-98,N,08-07-98,08-07-98,"C.17.2 - Manufacture of articles of paper and paperboard , C.17.2 - Manufacture of articles of paper and paperboard"
M.121,INGERSOLL RAND / DRESSER,Council Regulation 4064/89,19-11-91,N,18-12-91,20-12-91,"C.28.1 - Manufacture of general-purpose machinery, C.28.1 - Manufacture of general-purpose machinery"
M.1211,MAGNETI MARELLI / TELESPAZIO,Council Regulation 4064/89,29-05-98,N,02-07-98,02-07-98,"S.96.0 - Other personal service activities, S.96.0 - Other personal service activities"
M.1218,PACKAGING INTERNATIONAL BV / NV KONINKLIJKE KNP BT,Council Regulation 4064/89,02-06-98,N,03-07-98,03-07-98,"C.17 - Manufacture of paper and paper products, C.17 - Manufacture of paper and paper products"
M.1219,SEAGRAM / POLYGRAM,Council Regulation 4064/89,18-08-98,N,21-09-98,21-09-98,"J.59.1 - Motion picture, video and television programme activities, J.59.1 - Motion picture, video and television programme activities, R.93.29 - Other amusement and recreation activities, R.93.29 - Other amusement and recreation activities"
M.122,PARIBAS / MTH,Council Regulation 4064/89,16-09-91,N,17-10-91,17-10-91,
M.1220,ALLIANCE UNICHEM / UNIFARMA,Council Regulation 4064/89,09-06-98,N,23-07-98,23-07-98,"C.21.20 - Manufacture of pharmaceutical preparations, C.21.20 - Manufacture of pharmaceutical preparations"
M.1221,REWE / MEINL,Council Regulation 4064/89,25-08-98,N,03-02-99,,"G.47 - Retail trade, except of motor vehicles and motorcycles, G.47 - Retail trade, except of motor vehicles and motorcycles, G.47 - Retail trade, except of motor vehicles and motorcycles, G.47 - Retail trade, except of motor vehicles and motorcycles, G.47.2 - Retail sale of food, beverages and tobacco in specialised stores, G.47.2 - Retail sale of food, beverages and tobacco in specialised stores, G.47.2 - Retail sale of food, beverages and tobacco in specialised stores, G.47.2 - Retail sale of food, beverages and tobacco in specialised stores"
M.1223,TYCO INTERNATIONAL / US SURGICAL CORP.,Council Regulation 4064/89,14-07-98,N,07-08-98,18-08-98,"C.25.99 - Manufacture of other fabricated metal products n.e.c., C.25.99 - Manufacture of other fabricated metal products n.e.c."
M.1224,TPM / WOOD GROUP,Council Regulation 4064/89,17-06-98,N,20-07-98,20-07-98,"C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines, C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
M.1225,ENSO / STORA,Council Regulation 4064/89,18-06-98,N,25-11-98,,"C.17.1 - Manufacture of pulp, paper and paperboard, C.17.1 - Manufacture of pulp, paper and paperboard, C.17.1 - Manufacture of pulp, paper and paperboard, C.17.1 - Manufacture of pulp, paper and paperboard"
M.1226,GEC / GPTH,Council Regulation 4064/89,25-06-98,N,27-07-98,28-07-98,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.1227,CARGILL / VANDEMOORTELE / JV,Council Regulation 4064/89,18-06-98,N,20-07-98,20-07-98,"C.10.41 - Manufacture of oils and fats, C.10.41 - Manufacture of oils and fats"
M.1229,AMERICAN HOME PRODUCTS / MONSANTO,Council Regulation 4064/89,14-08-98,N,28-09-98,,"C.20.20 - Manufacture of pesticides and other agrochemical products, C.20.20 - Manufacture of pesticides and other agrochemical products, C.20.20 - Manufacture of pesticides and other agrochemical products, C.21.20 - Manufacture of pharmaceutical preparations, C.21.20 - Manufacture of pharmaceutical preparations, C.21.20 - Manufacture of pharmaceutical preparations"
M.1230,GLAVERBEL / PPG,Council Regulation 4064/89,03-07-98,N,07-08-98,07-08-98,"C.23.11 - Manufacture of flat glass, C.23.11 - Manufacture of flat glass, C.23.12 - Shaping and processing of flat glass, C.23.12 - Shaping and processing of flat glass"
M.1231,IVO / STOCKHOLM ENERGI,Council Regulation 4064/89,03-07-98,N,05-08-98,07-08-98,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.1232,INGRAM / MACROTRON,Council Regulation 4064/89,23-06-98,N,17-07-98,27-07-98,
M.1235,NEW HOLLAND / ORENSTEIN & KOPPEL,Council Regulation 4064/89,20-11-98,N,18-12-98,23-12-98,"C.28.9 - Manufacture of other special-purpose machinery, C.28.9 - Manufacture of other special-purpose machinery"
M.1239,RWE-DEA / FUCHS PETROLUB,Council Regulation 4064/89,09-07-98,N,11-08-98,11-08-98,"C.19.20 - Manufacture of refined petroleum products, C.19.20 - Manufacture of refined petroleum products"
M.124,BNP / DRESDNER BANK (CS),Council Regulation 4064/89,24-07-91,N,26-08-91,27-08-91,"K.64.1 - Monetary intermediation, K.64.1 - Monetary intermediation"
M.1242,PARIBAS / ECUREUIL-VIE / ICD,Council Regulation 4064/89,31-07-98,N,31-08-98,03-09-98,"L.68.20 - Renting and operating of own or leased real estate, L.68.20 - Renting and operating of own or leased real estate"
M.1243,ALLIANCE UNICHEM PLC / SAFA GALENICA SA,Council Regulation 4064/89,25-06-98,N,27-07-98,28-07-98,"G.46.46 - Wholesale of pharmaceutical goods, G.46.46 - Wholesale of pharmaceutical goods"
M.1244,BANK AMERICA / NATIONSBANK,Council Regulation 4064/89,24-07-98,N,21-08-98,27-08-98,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.1245,VALEO / ITT INDUSTRIES,Council Regulation 4064/89,26-06-98,N,30-07-98,30-07-98,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.1246,LHZ / CARL ZEISS,Council Regulation 4064/89,24-09-98,N,01-12-98,10-03-99,"C.26.7 - Manufacture of optical instruments and photographic equipment, C.26.7 - Manufacture of optical instruments and photographic equipment, C.26.7 - Manufacture of optical instruments and photographic equipment"
